音檔,來源,漢字,羅馬字,長短
ImTong/SuiSiann_1185.wav,附加詞類訊息_楊允言,舉一个例，表四用「V-舌」查詢，表五用「摃-N」查詢：,"Kí tsi̍t ê lē, pió sì iōng ""V-tsi̍h"" tshâ-sûn, pió gōo iōng ""kòng-N"" tshâ-sûn:",7.67
ImTong/SuiSiann_1186.wav,附加詞類訊息_楊允言,這个查詢方式，對語言學習應該有真大的幫贊。,"Tsit ê tshâ-sûn hong-sik, tuì gí-giân ha̍k-si̍p ing-kai ū tsin tuā ê pang-tsān.",5.63
ImTong/SuiSiann_1187.wav,附加詞類訊息_楊允言,五點四主要問題,Gōo tiám sì tsú-iàu būn-tuê,3.26
ImTong/SuiSiann_1188.wav,附加詞類訊息_楊允言,實驗的結果並無原來按算的遐爾好，下面分析問題出佇佗位：,"Si̍t-giām ê kiat-kó pīng bô guân-lâi àn-sǹg--ê hiah-nī hó, ē-bīn hun-sik būn-tê tshut tī tó-uī:",7.43
ImTong/SuiSiann_1189.wav,附加詞類訊息_楊允言,（一） 漢羅用字無一致，致使斷詞效果無好：,"(It) Hàn-lô iōng-jī bô it-tì, tì-sú tn̄g-sû hāu-kó bô hó:",6.02
ImTong/SuiSiann_1190.wav,附加詞類訊息_楊允言,V-N的部分，漢羅的結果真䆀，,"V-N ê pōo-hūn, Hàn-lô ê kiat-kó tsin bái,",5.17
ImTong/SuiSiann_1191.wav,附加詞類訊息_楊允言,人工咧看遮的詞組的時，發現有誠濟詞組是斷詞錯誤的，,"Lâng-kang tih khuànn tsia-ê sû-tsoo ê sî, huat-hiān ū tsiânn tsē sû-tsoo sī tn̄g-sû tshò-ngōo--ê,",6.92
ImTong/SuiSiann_1192.wav,附加詞類訊息_楊允言,有的是台華辭典內無這个詞，,"Ū-ê sī Tâi-huâ sû-tián lāi bô tsit ê sû,",3.83
ImTong/SuiSiann_1193.wav,附加詞類訊息_楊允言,有的是語料的漢羅寫法佮台華辭典內的無仝，實際上，語料內底的寫法就無一致，,"Ū-ê sī gí-liāu ê Hàn-lô siá-huat kah Tâi-Huâ sû-tián lāi--ê bô-kâng, si̍t-tsè siōng, gí-liāu lāi-té ê siá-huat tō bô it-tì,",9.65
ImTong/SuiSiann_1194.wav,附加詞類訊息_楊允言,辭典無的詞，若欲改進，包括加詞、專有名詞辨識、定量詞處理等等，寫法無一致的問題就真僫解決，共所有的寫法攏共橐入去辭典內底 並毋是好的解決方式；,"Sû-tián bô ê sû, nā beh kái-tsìn, pau-kuah ka sû, tsuan-iú-miâ-sû piān-sik, tīng-liōng-sû tshú-lí tíng-tíng, siá-huat bô it-tì ê būn-tê tō tsin oh kái-kuat, kā sóo-ū ê siá-huat lóng kā lok li̍p-khì sû-tián lāi-té pīng m̄ sī hó ê kái-kuat hong-sik;",20.84
ImTong/SuiSiann_1195.wav,附加詞類訊息_楊允言,（二）詞類問題：,(Jī) Sû-luī būn-tuê:,2.66
ImTong/SuiSiann_1196.wav,附加詞類訊息_楊允言,語言翻譯是多對多，咱透過華語對譯詞掠詞類，這个過程就有可能會長一寡無必要的詞類出來；,"Gí-giân huan-i̍k sī to tuì to, lán thàu-kuè Huâ-gí tuì-i̍k-sû lia̍h sû-luī, tsit ê kuè-tîng tō ū khó-lîng ē tióng tsi̍t-kuá bô pit-iàu ê sû-luī--tshut-lâi;",11.99
ImTong/SuiSiann_1197.wav,附加詞類訊息_楊允言,另外，一个詞有至少兩个詞類嘛是真普遍的情形，因為無處理，造成雜訊誠濟；,"Līng-guā, tsi̍t ê sû ū tsì-tsió nn̄g ê sû-luī mā sī tsin phóo-phiàn ê tsîng-hîng, in-uī bô tshú-lí, tsō-sîng tsa̍p-sìn tsiânn tsē;",9.68
ImTong/SuiSiann_1198.wav,附加詞類訊息_楊允言,建立台語詞的詞類，佮確認正確詞類，這兩件代誌攏是大工程，毋過早慢愛做，咱才有法度閣進一步。,"Kiàn-li̍p Tâi-gí-sû ê sû-luī, kah khak-jīn tsìng-khak sû-luī, tsit nn̄g kiānn tāi-tsì lóng sī tuā kang-tîng, m̄-koh tsá-bān ài tsò, lán tsiah ū-huat-tōo koh tsìn-tsi̍t-pōo.",11.45
ImTong/SuiSiann_1199.wav,附加詞類訊息_楊允言,六. 未來方向,La̍k. Bī-lâi hong-hiòng,2.3
ImTong/SuiSiann_1200.wav,附加詞類訊息_楊允言,本實驗雖然有一寡成果，總是，值得拍拚的所在猶閣誠濟，包括：,"Pún si̍t-giām sui-liân ū tsi̍t-kuá sîng-kó, tsóng--sī, ta̍t-tit phah-piànn ê sóo-tsāi iáu-koh tsiânn tsē, pau-kuah:",7.88
ImTong/SuiSiann_1201.wav,附加詞類訊息_楊允言,(A) 開發線頂台語語詞搭配查詢系統，幫贊台語相關研究的進行；,"(A) Khai-huat suànn-tíng Tâi-gí gí-sû tah-phuè tshâ-sûn hē-thóng, pang-tsān Tâi-gí siong-kuan gián-kiù ê tsìn-hîng;",8.84
ImTong/SuiSiann_1202.wav,附加詞類訊息_楊允言,(B) 除了A-N V-N詞組以外，閣整理其他詞組，親像P-N（介詞──名詞）、 N-V（名詞──動詞）、 D-A（副詞──形容詞）、 D-V（副詞──動詞）、 V-R（動詞──代名詞）、……等；,"(B) Tû-liáu A-N V-N sû-tsoo í-guā, koh tsíng-lí kî-thann sû-tsoo, tshin-tshiūnn P-N (kài-sû──miâ-sû ), N-V (miâ-sû──tōng-sû ), D-A (hù-sû──hîng-iông-sû), D-V (hù-sû──tōng-sû ), V-R (tōng-sû──tāi-bîng-sû),... tíng;",11.77
ImTong/SuiSiann_1203.wav,附加詞類訊息_楊允言,(C) 維護台華辭典，共MI抑是CR分數較懸的兩个單音節詞的語詞搭配掠出來做人工檢查，考慮將遮的語詞加入辭典；,"(C) Î-hōo Tâi-Huâ sû-tián, kā MI a̍h-sī CR hun-sòo khah kuân ê nn̄g ê tuann-im-tsiat-sû ê gí-sû tah-phuè lia̍h tshut-lâi tsò jîn-kang kiám-tsa, khó-lū tsiong tsia-ê gí-sû ka-ji̍p sû-tián;",15.38
ImTong/SuiSiann_1204.wav,附加詞類訊息_楊允言,(D) 改進斷詞系統，利用BMM演算法結果做訓練資料重做，對有至少兩種斷法ê文句，用統計方法提懸正確率，猶閣有專有名詞、 定量詞愛處理；,"(D) Kái-tsìn tn̄g-sû hē-thóng, lī-iōng BMM ián-suàn-huat kiat-kó tsò hùn-liān tsu-liāu tîng tsò, tuì ū tsì-tsió nn̄g tsióng tn̄g-huat ê bûn-kù, iōng thóng-kè hong-huat thê-kuân tsìng-khak-lu̍t, iáu-koh ū tsuan-iú-miâ-sû, tīng-liōng-sû ài tshú-lí;",21.61
ImTong/SuiSiann_1205.wav,附加詞類訊息_楊允言,(E) 整理台語詞類，總是這是大工程，嘛需要詳細的規劃；,"(E) Tsíng-lí Tâi-gí sû-luī, tsóng--sī tse sī tuā kang-tîng, mā su-iàu siông-sè ê kui-uē;",7.4
ImTong/SuiSiann_1206.wav,附加詞類訊息_楊允言,(F) 利用統計方法自動標記詞類，解決含糊性的問題，嘛進一步處理較幼的詞類；,"(F) Lī-iōng thóng-kè hong-huat tsū-tōng piau-kì sû-luī, kái-kuat hâm-hôo-sìng ê būn-tê, mā tsìn-tsi̍t-pōo tshú-lí khah iù ê sû-luī;",11.32
ImTong/SuiSiann_1207.wav,附加詞類訊息_楊允言,(G) 做台語文文句的分拆(parsing)，利用語法樹(parsing tree)改進語詞搭配的正確率。,"(G) Tsò Tâi-gí-bûn bûn-kù ê hun-thiah(parsing), lī-iōng gí-huat-tshiū(parsing tree) kái-tsìn gí-sû tah-phuè ê tsìng-khak-lu̍t.",11.47
ImTong/SuiSiann_1208.wav,806 頁岩石油發展緊  OPEC地位不保,八百空六篇，頁岩石油發展緊，OPEC地位不保。,"Peh-pah khòng la̍k phinn, ia̍h-gâm tsio̍h-iû huat-tián kín, OPEC tē-uī put pó.",6.89
ImTong/SuiSiann_1209.wav,806 頁岩石油發展緊  OPEC地位不保,頁岩石油發展緊，OPEC地位不保。,"Ia̍h-gâm tsio̍h-iû huat-tián kín, OPEC tē-uī put pó.",4.4
ImTong/SuiSiann_1210.wav,806 頁岩石油發展緊  OPEC地位不保,世界石油價數自舊年大落，到今無啥起色。,"Sè-kài tsio̍h-iû kè-siàu tsū kū-nî tuā lo̍h, kàu-tann bô siánn khí-sik.",6.02
ImTong/SuiSiann_1211.wav,806 頁岩石油發展緊  OPEC地位不保,頂期《經濟學人》週刊一篇文章分析講，抽頁岩石油的技術伐大步等等因素看來，油價真可能長期維持目前的水準，石油輸出國家組織(OPEC)扞盤的優勢不再。,"Tíng kî “King-tsè Ha̍k-jîn” tsiu-khan tsi̍t phinn bûn-tsiunn hun-sik kóng, thiu ia̍h-gâm tsio̍h-iû ê ki-su̍t hua̍h tuā pōo tíng-tíng in-sòo khuànn--lâi, iû-kè tsin khó-lîng tn̂g-kî î-tshî bo̍k-tsîng ê tsuí-tsún, tsio̍h-iû su-tshut kok-ka tsoo-tsit (OPEC) huānn-puânn ê iu-sè put-tsài.",21.53
ImTong/SuiSiann_1212.wav,806 頁岩石油發展緊  OPEC地位不保,較早，若是油價傷䆀，OPEC會決定減產，來捒懸價數。,"Khah-tsá, nā-sī iû-kè siunn bái, OPEC ē kuat-tīng kiám-sán, lâi sak kuân kè-siàu.",7.55
ImTong/SuiSiann_1213.wav,806 頁岩石油發展緊  OPEC地位不保,毋過舊年十一月，油價當咧落的時陣，in並無按呢做，放予伊繼續落。,"M̄-koh kū-nî tsa̍p-it--gue̍h, iû-kè tng-leh lo̍h ê sî-tsūn，in pīng bô án-ne tsò, pàng hōo i kè-sio̍k lo̍h.",8.33
ImTong/SuiSiann_1214.wav,806 頁岩石油發展緊  OPEC地位不保,除了國際政治的考慮，in嘛想欲趁家己輕本，共重本的美國頁岩油逼出市場。,"Tû-liáu kok-tsè tsìng-tī ê khó-lū, in mā siūnn-beh thàn ka-tī khin-pún, kā tāng-pún ê Bí-kok ia̍h-gâm-iû pik-tshut tshī-tiûnn.",9.89
ImTong/SuiSiann_1215.wav,806 頁岩石油發展緊  OPEC地位不保,衝擊確實有，一寡美國頁岩油公司袂堪得價數直直落，煞來破產。,"Tshiong-kik khak-si̍t ū, tsi̍t-kuá Bí-kok ia̍h-giâm-iû kong-si bē-kham-tsit kè-siàu ti̍t-ti̍t lak, suah lâi phò-sán.",9.35
ImTong/SuiSiann_1216.wav,806 頁岩石油發展緊  OPEC地位不保,毋過講來講去，頁岩油產業比原本想的閣較韌命。,"M̄-koh kóng lâi kóng khì, ia̍h-gâm-iû sán-gia̍p pí guân-pún siūnn--ê koh-khah lūn-miā.",6.38
ImTong/SuiSiann_1217.wav,806 頁岩石油發展緊  OPEC地位不保,上主要的原因，照這篇文章講，是技術進步，所擺頁岩油產業嘛綴咧發達。,"Siōng tsú-iàu ê guân-in, tsiàu tsit phinn bûn-tsiunn kóng, sī ki-su̍t tsìn-pōo, sóo-pái ia̍h-gâm-iû sán-gia̍p mā tuè-leh huat-ta̍t.",9.5
ImTong/SuiSiann_1218.wav,806 頁岩石油發展緊  OPEC地位不保,比論講，挖一口井的時間減少一半。,"Pí-lūn kóng, óo tsi̍t kháu tsénn ê sî-kan kiám-tsió tsi̍t-puànn.",4.43
ImTong/SuiSiann_1219.wav,806 頁岩石油發展緊  OPEC地位不保,今年逐箍美金的產量，預測會增加六十五pha。,"Kin-nî ta̍k khoo Bí-kim ê sán-liōng, ī-tshik ē tsing-ka la̍k-tsa̍p-gōo pha.",6.02
ImTong/SuiSiann_1220.wav,806 頁岩石油發展緊  OPEC地位不保,佇今年三月的油價低點，西德州中級原油(WTI)捌落到一桶四十四箍美金，目前起轉來六十箍左右，大部分的頁岩油公司猶閣趁有錢。,"Tī kin-nî sann--gue̍h ê iû-kè kē-tiám, se Tik-tsiu tiong-kip guân-iû (WTI) bat lak kàu tsi̍t tháng sì-tsa̍p-sì khoo Bí-kim, bo̍k-tsîng khí tńg-lâi la̍k-tsa̍p khoo tsó-iū, tāi-pōo-hūn ê ia̍h-gâm-iû kong-si iáu-koh thàn ū tsînn.",17.9
ImTong/SuiSiann_1221.wav,806 頁岩石油發展緊  OPEC地位不保,文章引用一間顧問公司的講法，未來的價數甚至可能形成一个「頁岩帶」，大概是一桶四十五箍到六十五箍美金之間。若是價數比這个範圍較低，頁岩石油業者會減產；若較懸，in會增產。,"Bûn-tsiunn ín-iōng tsi̍t king kòo-būn kong-si ê kóng-huat, bī-lâi ê kè-siàu sīm-tsì khó-lîng hîng-sîng tsi̍t ê ""ia̍h-giâm-tài"", tāi-khài sī tsi̍t tháng sì-tsa̍p-gōo khoo kàu la̍k-tsa̍p-gōo khoo Bí-kim tsi-kan. Nā-sī kè-siàu pí tsit ê huān-uî khah kē, ia̍h-gâm tsio̍h-iû gia̍p-tsiá ē kiám-sán; nā khah kuân, in ē tsing-sán.",25.13
ImTong/SuiSiann_1222.wav,806 頁岩石油發展緊  OPEC地位不保,文章引用一間顧問公司的講法，未來的價數甚至可能形成一个「頁岩帶」，大概是一桶四十五箍到六十五箍美金之間。若是價數比這个範圍較低，頁岩石油業者會減產；若較懸，in會增產。,"Bûn-tsiunn ín-iōng tsi̍t king kòo-būn kong-si ê kóng-huat, bī-lâi ê kè-siàu sīm-tsì khó-lîng hîng-sîng tsi̍t ê ""ia̍h-giâm-tài"", tāi-khài sī tsi̍t tháng sì-tsa̍p-gōo khoo kàu la̍k-tsa̍p-gōo khoo Bí-kim tsi-kan. Nā-sī kè-siàu pí tsit ê huān-uî khah kē, ia̍h-gâm tsio̍h-iû gia̍p-tsiá ē kiám-sán; nā khah kuân, in ē tsing-sán.",25.13
ImTong/SuiSiann_1223.wav,806 頁岩石油發展緊  OPEC地位不保,若按呢，價數就會時常維持佇這个範圍。,"Nā án-ne, kè-siàu tō ē sî-siông î-tshî tī tsit ê huān-uî.",5.03
ImTong/SuiSiann_1224.wav,806 頁岩石油發展緊  OPEC地位不保,也就是講，用增產減產來影響世界油價，這个關鍵角色一向以來是OPEC咧搬，未來可能就是美國的頁岩油公司，,"Iā tiō sī kóng, iōng tsing-sán kiám-sán lâi íng-hióng sè-kài iû-kè, tsit ê kuan-kiān kak-sik it-hiòng í-lâi sī OPEC leh puann, bī-lâi khó-lîng tō sī Bí-kok ê ia̍h-gâm-iû kong-si,",16.01
ImTong/SuiSiann_1225.wav,806 頁岩石油發展緊  OPEC地位不保,In毋管是提升產量，抑是壓低成本，攏猶閣真有空間。,"In m̄-kuán sī thê-sing sán-liōng, a̍h-sī ah-kē sîng-pún, lóng iáu-koh tsin ū khong-kan.",7.61
ImTong/SuiSiann_1226.wav,806 頁岩石油發展緊  OPEC地位不保,文章落尾講，二位數的油價，可能會成做「新常態」。,"Bûn-tsiunn lo̍h-bué kóng, jī-uī-sòo ê iû-kè, khó-lîng ē tsiânn-tsò ""sin siông-thài"".",6.38
ImTong/SuiSiann_1227.wav,806 頁岩石油發展緊  OPEC地位不保,除非是爆發重大衝突，造成世界上大的一寡油田停止供應，抑是需求雄雄衝懸。,"Tû-hui sī po̍k-huat tiōng-tāi tshiong-tu̍t, tsō-sîng sè-kài siōng tuā ê tsi̍t-kuá iû-tshân thîng-tsí kiong-ìng, a̍h-sī su-kiû hiông-hiông tshìng kuân.",10.67
ImTong/SuiSiann_1228.wav,806 頁岩石油發展緊  OPEC地位不保,另外一方面，再生能源佮天然氣也咧落價。,"Līng-guā tsi̍t hong-bīn, tsài-sing lîng-guân kah thian-liân-khì iā teh lak-kè.",6.05
ImTong/SuiSiann_1229.wav,806 頁岩石油發展緊  OPEC地位不保,看這个範勢，一个予OPEC主導的時代，應該是袂閣轉來矣。,"Khuànn tsit ê pān-sè, tsi̍t ê hōo OPEC tsú-tō ê sî-tāi, ing-kai sī bē koh tńg--lâi--ah.",6.53
ImTong/SuiSiann_1230.wav,807 美國面對Islam國的兩難,八百空七篇，美國面對Islam國的兩難。美國面對Islam國的兩難。,"Peh-pah khòng tshit phinn, Bí-kok bīn-tuì Islam kok ê lióng-lân. Bí-kok bīn-tuì Islam kok ê lióng-lân.",8.69
ImTong/SuiSiann_1231.wav,807 美國面對Islam國的兩難,過激派的組織Islam國(IS)繼續擴張，五月中占領Iraq重要的城市Ramadi，離首都Baghdad賰無一百公里。,"Kuè-kik-phài ê tsoo-tsit Islam kok (IS) kè-sio̍k khok-tiong, gōo-gue̍h tiong tsiàm-niá Iraq tiōng-iàu ê siânn-tshī Ramadi, lī siú-too Baghdad tshun bô tsi̍t-pah kong-lí.",14.99
ImTong/SuiSiann_1232.wav,807 美國面對Islam國的兩難,美國愛按怎做？敢著派地面部隊？真濟人主張莫，認為美國派軍顛倒會飼大IS，會害著美國本身的安全。應該予中東在地的國家去戰。,"Bí-kok ài án-tsuánn tsò? Kám tio̍h phài tē-bīn pōo-tuī? Tsin tsē lâng tsú-tiunn mài, jīn-uî Bí-kok phài kun tian-tò ē tshī-tuā IS, ē hāi-tio̍h Bí-kok pún-sin ê an-tsuân. Ing-kai hōo Tiong-tong tsāi-tē ê kok-ka khì tsiàn.",19.4
ImTong/SuiSiann_1233.wav,807 美國面對Islam國的兩難,《外交政策》雜誌的網站有一篇由兩位學者Gordon Adams佮Richard Sokolsky寫的文章，就是這个看法。,"“Guā-kau Tsìng-tshik” tsa̍p-tsì ê bāng-tsām ū tsi̍t phinn iû nn̄g uī ha̍k-tsiá Gordon Adams kah Richard Sokolsky siá ê bûn-tsiunn, tō sī tsit ê khuànn-huat.",12.11
ImTong/SuiSiann_1234.wav,807 美國面對Islam國的兩難,In講，IS佮al Qaeda無仝，前者的目標是建立區域性的caliphate，毋是佇全球發動恐怖攻擊；伊主要是威脅著周圍的中東國家，毋是美國的國土。,"In kóng, IS kah al Qaeda bô-kāng, tsîng-tsiá ê bo̍k-piau sī kiàn-li̍p khu-hi̍k-sìng ê caliphate, m̄ sī tī tsuân-kiû huat-tōng khióng-pòo kong-kik, i tsú-iàu sī ui-hia̍p tio̍h tsiu-uî ê Tiong-tong kok-ka, m̄ sī Bí-kok ê kok-thóo.",19.91
ImTong/SuiSiann_1235.wav,807 美國面對Islam國的兩難,而且，遮的中東國家，包括一寡美國的盟友，本身就有嚴重的問題，比如治理傷䆀、貪腐、民族佮教派的衝突，予IS趁這个好時機peh起來。,"Jî-tshiánn, tsia-ê Tiong-tang kok-ka, pau-kuah tsi̍t-kuá Bí-kok ê bîng-iú, pún-sin tō ū giâm-tiōng ê būn-tê, pí-lû tī-lí siunn bái, tham-hú, bîn-tso̍k kah kàu-phài ê tshiong-tu̍t, hōo IS thàn tsit ê hó sî-ki peh--khí-lâi。",19.1
ImTong/SuiSiann_1236.wav,807 美國面對Islam國的兩難,In家己著負起對抗IS主要的責任，毋是放予爛，才欲靠美國來救。,"In ka-tī tio̍h hū-khí tuì-khòng IS tsú-iàu ê tsik-jīm, m̄ sī pàng hōo nuā, tsiah beh khò Bí-kok lâi kiù.",8.51
ImTong/SuiSiann_1237.wav,807 美國面對Islam國的兩難,作者認為，美國若是派大軍去佮IS直接相戰，顛倒會實現IS的宣傳，,"Tsok-tsiá jīn-uî, Bí-kok nā-sī phài tuā-kun khì kah IS ti̍t-tsiap sio-tsiàn, thian-tó ē si̍t-hiān IS ê suan-thuân,",9.95
ImTong/SuiSiann_1238.wav,807 美國面對Islam國的兩難,講這是一場Muslim對抗美國十字軍的聖戰，刺激四界的Muslim來加入IS，,"Kóng tse sī tsi̍t tiûnn Muslim tuì-khòng Bí-kok si̍p-jī-kun ê sìng-tsiàn, tshì-kik sì-kè ê Muslim lâi ka-ji̍p IS,",10.61
ImTong/SuiSiann_1239.wav,807 美國面對Islam國的兩難,並且嘛致使美國的軍人、每一間大使館，甚至本土的國民攏成做攻擊的目標。,"Pīng-tshiánn mā tì-sú Bí-kok ê kun-jîn, muí tsi̍t king tāi-sài-kuán, sīm-tsì pún-thóo ê kok-bîn lóng tsiânn-tsò kong-kik ê bo̍k-piau.",10.46
ImTong/SuiSiann_1240.wav,807 美國面對Islam國的兩難,In毋是講美國攏莫插代誌，毋過美國的支援應該愛附較嚴格的條件，要求遮的中東國家進行改革，莫予極端主義勾去。,"In m̄ sī kóng Bí-kok lóng mài tshap tāi-tsì, m̄-koh Bí-kok ê tsi-uān ing-kai ài hù khah giâm-keh ê tiâu-kiānn, iau-kiû tsia-ê Tiong-tang kok-ka tsìn-hîng kái-kik, mài hōo ki̍k-tuan tsú-gī kau--khì.",16.07
ImTong/SuiSiann_1241.wav,807 美國面對Islam國的兩難,事實上，Obama政府一向行這款「對後壁領導」、避免家己去戰的政策，嘛受著真濟批評。,"Sū-si̍t siōng, Obama tsìng-hú it-hiòng kiânn tsit khuán ""uì āu-piah líng-tō"", pī-bián ka-tī khì tsiàn ê tsìng-tshik, mā siū-tio̍h tsin tsē phue-phîng.",11.27
ImTong/SuiSiann_1242.wav,807 美國面對Islam國的兩難,進前幾工，《外交政策》的社長David Rothkopf拄好嘛寫文章指出這種做法有真濟風險，包括無法度影響事態的結果，來保證美國的利益，甚至上尾嘛是著替別人拭尻川。,"Tsìn-tsîng kuí kang, “Guā-kau Tsìng-tshik” ê siā-tiúnn David Rothkopf tú-hó mā siá bûn-tsiunn kí-tshut tsit tsióng tsò-huat ū tsin tsē hong-hiám, pau-kuah bô-huat-tōo íng-hióng sū-thài ê kiat-kó, lâi pó-tsìng Bí-kok ê lī-ik, sīm-tsì siōng-bué mā sī tio̍h thè pa̍t-lâng tshit-kha-tshng.",22.01
ImTong/SuiSiann_1243.wav,807 美國面對Islam國的兩難,比論講，Iraq萬一到時陣予IS佮Shiite的Iran分伻，對美國的盟友佮長期利益攏會更加危險。,"Pí-lūn kóng, Iraq bān-it kàu sî-tsūn hōo IS kah Shiite ê Iran pun-phenn, tuì Bí-kok ê bîng-iú kah tn̂g-kî lī-ik lóng ē kìng-ka guî-hiám.",13.1
ImTong/SuiSiann_1244.wav,807 美國面對Islam國的兩難,Rothkopf講，認為中東問題佮美國無底代的人愛了解，這陣無發生，並無代表未來袂發生。,"Rothkopf kóng, jīn-uî Tiong-tong būn-tê kah Bí-kok bô-tī-tāi ê lâng ài liáu-kái, tsit-tsūn bô huat-sing, pīng bô tāi-piáu bī-lâi bē huat-sing.",10.91
ImTong/SuiSiann_1245.wav,807 美國面對Islam國的兩難,地方的核子捙拚、恐怖攻擊湠向全球，這攏是愛提早防範的危機。,"Tē-hng ê hi̍k-tsú tshia-piànn, khióng-pòo kong-kik thuànn hiòng tsuân-kiû, tse lóng sī ài thê-tsá hông-huān ê uî-ki.",8.3
ImTong/SuiSiann_1246.wav,808 免錢的上貴 面冊拜託收我1箍,八百空八篇，免錢的上貴，面冊拜託收我一箍。免錢的上貴，面冊拜託收我一箍。,"Peh-pah khòng peh phinn, bián-tsînn--ê siōng kuì, Bīn-tsheh pài-thok siu guá tsi̍t khoo. Bián-tsînn--ê siōng kuì, Bīn-tsheh pài-thok siu guá tsi̍t khoo.",11.9
ImTong/SuiSiann_1247.wav,808 免錢的上貴 面冊拜託收我1箍,人講免錢的上貴，這佇現此時的網路世界來講，真有道理。像Facebook、Google遮的各種的網路服務，予咱用免錢的，其實in是欲收集咱的資料、掌握咱的行為，這就是咱愛付出的代價。,"Lâng kóng bián-tsînn--ê siōng kuì, tse tī hiān-tshú-sî ê bāng-lōo sè-kài lâi kóng, tsin ū tō-lí. Tshiūnn Facebook, Google tsia-ê kok-tsióng ê bāng-lōo ho̍k-bū, hōo lán iōng bián-tsînn--ê, kî-si̍t in sī beh siu-tsi̍p lán ê tsu-liāu, tsiáng-ak lán ê hîng-uî, tse tō sī lán ài hù-tshut ê tāi-kè.",22.22
ImTong/SuiSiann_1248.wav,808 免錢的上貴 面冊拜託收我1箍,敢講逐家攏無要無緊？抑是無伊法度？,Kám-kóng ta̍k-ke lóng bô-iàu-bô-kín? A̍h-sī bô i huat-tōo?,4.52
ImTong/SuiSiann_1249.wav,808 免錢的上貴 面冊拜託收我1箍,最近美國拄好有一寡新的研究。Pew研究中心調查發現，九十三pha的美國人認為，家己會使決定「siáng」會當提著in的資料，對in來講是重要的代誌。,"Tsuè-kīn Bí-kok tú-hó ū tsi̍t-kuá sin ê gián-kiù. Pew gián-kiù tiong-sim tiau-tsa huat-hiān, káu-tsa̍p-sann pha ê Bí-kok-lâng jīn-uî, ka-tī ē-sái kuat-tīng “siáng” ē-tàng the̍h-tio̍h in ê tsu-liāu, tuì in lâi kóng sī tiōng-iàu ê tāi-tsì.",17.9
ImTong/SuiSiann_1250.wav,808 免錢的上貴 面冊拜託收我1箍,九成認為，會使予民眾決定「啥物」資訊通予人收集，是重要的。,"Káu siânn jīn-uî, ē-sái hōo bîn-tsiòng kuat-tīng “siánn-mih” tsu-sìn thang hōo lâng siu-tsi̍p, sī tiōng-iàu--ê.",7.46
ImTong/SuiSiann_1251.wav,808 免錢的上貴 面冊拜託收我1箍,毋過佇仝一个時陣，煞無啥人相信in會好好保守祕密，嘛無啥放心in會絕對安全。,"M̄-koh tī kāng tsi̍t ê sî-tsūn, suah bô siánn lâng siong-sìn in ē hó-hó pó-siú pì-bi̍t, mā bô siánn hòng-sim in ē tsua̍t-tuì an-tsuân.",10.25
ImTong/SuiSiann_1252.wav,808 免錢的上貴 面冊拜託收我1箍,干焦有七pha的人對網頁頂刊廣告的廠商有信心、十一pha對家己使用的社交媒體有信心。,"Kan-tann ū tshit pha ê lâng tuì bāng-ia̍h-tíng khan kóng-kò ê tshiúnn-siong ū sìn-sim, tsa̍p-it pha tuì ka-tī sú-iōng ê siā-kau muî-thé ū sìn-sim.",11.51
ImTong/SuiSiann_1253.wav,808 免錢的上貴 面冊拜託收我1箍,另外，Pennsylvania大學有調查，大眾是毋是願意為著小可錢就來犧牲隱私。,"Līng-guā, Pennsylvania tāi-ha̍k ū tiâu-tsa, tāi-tsiòng sī m̄ sī guān-ì uī-tio̍h sió-khuá tsînn tō lâi hi-sing ún-su.",9.74
ImTong/SuiSiann_1254.wav,808 免錢的上貴 面冊拜託收我1箍,比論講，若是廠商拍折予你，仝一个時陣，佇你毋知的情形下收集你的資訊，這敢有理？有九十一pha的受訪者認為這無理。,"Pí-lūn kóng, nā-sī tshiúnn-siong phah-tsiat hōo--lí, kāng tsi̍t ê sî-tsūn, tī lí m̄ tsai ê tsîng-hîng hā siu-tsi̍p lí ê tsu-sìn, tse kám ū-lí? Ū káu-tsa̍p-it pha ê siū-hóng-tsiá jīn-uî tse bô-lí.",14.69
ImTong/SuiSiann_1255.wav,808 免錢的上貴 面冊拜託收我1箍,研究的主持學者Joseph Turow講，民眾毋是誠實甘願為著小可好處，就來交出個人的資料。,"Gián-kiù ê tsú-tshî ha̍k-tsiá Joseph Turow kóng, bîn-tsiòng m̄ sī tsiânn-si̍t kam-guān uī-tio̍h sió-khuá hó-tshù, tō lâi kau-tshut kò-jîn ê tsu-liāu.",10.76
ImTong/SuiSiann_1256.wav,808 免錢的上貴 面冊拜託收我1箍,「實際上是一種放棄的心態。」,“Si̍t-tsè siōng sī tsi̍t tsióng hòng-khì ê sim-thài.”,3.11
ImTong/SuiSiann_1257.wav,808 免錢的上貴 面冊拜託收我1箍,「美國人感覺，廠商按怎處理抑是收集in的資訊，in無法度控制，只有由在in去。」,"“Bí-kok-lâng kám-kak, tshiúnn-siong án-tsuánn tshú-lí a̍h-sī siu-tsi̍p in ê tsu-sìn, in bô-huat-tōo khòng-tsè, tsí-ū iû-tsāi in khì.”",10.1
